Nama Tempat Wisata,Alamat,Jenis Wisata,Deskripsi,Koordinat,Rating,Kota,Deskripsi Singkat
Taman Mini Indonesia Indah,"Cipayung, Jakarta Timur",Budaya,Taman budaya dengan miniatur rumah adat dari seluruh Indonesia.,"-6.3028, 106.8955",4.1,Jakarta,Taman budaya dengan miniatur rumah adat dari seluruh Indonesia.
Pulau Seribu,"Kepulauan Seribu, Jakarta",Alam,Kepulauan dengan pantai indah dan aktivitas laut yang menarik.,"-5.7224, 106.5686",3.5,Jakarta,Kepulauan dengan pantai indah dan aktivitas laut yang menarik.
Pantai Ancol,"Ancol, Jakarta Utara",Alam,Pantai dengan berbagai wahana dan tempat hiburan keluarga.,"-6.1234, 106.8331",4.5,Jakarta,Pantai dengan berbagai wahana dan tempat hiburan keluarga.
Kota Tua Jakarta,"Taman Sari, Jakarta Barat",Sejarah,Kawasan bersejarah dengan bangunan kolonial dan museum.,"-6.1352, 106.8133",4.1,Jakarta,Kawasan bersejarah dengan bangunan kolonial dan museum.
Monas (Monumen Nasional),"Gambir, Jakarta Pusat",Sejarah,Monumen ikonik dengan museum sejarah dan pemandangan kota dari puncaknya.,"-6.1754, 106.8272",3.9,Jakarta,Monumen ikonik dengan museum sejarah dan pemandangan kota dari puncaknya.
Kota Tua Jakarta,"Taman Sari, Jakarta Barat",Sejarah,Kawasan bersejarah dengan bangunan kolonial dan museum.,"-6.1352, 106.8133",4.1,Jakarta,Kawasan bersejarah dengan bangunan kolonial dan museum.
Ragunan Zoo,"Pasar Minggu, Jakarta Selatan",Edukasi,Kebun binatang luas dengan berbagai koleksi satwa.,"-6.3125, 106.8206",4.2,Jakarta,Kebun binatang luas dengan berbagai koleksi satwa.
Ragunan Zoo,"Pasar Minggu, Jakarta Selatan",Edukasi,Kebun binatang luas dengan berbagai koleksi satwa.,"-6.3125, 106.8206",4.3,Jakarta,Kebun binatang luas dengan berbagai koleksi satwa.
Pantai Ancol,"Ancol, Jakarta Utara",Alam,Pantai dengan berbagai wahana dan tempat hiburan keluarga.,"-6.1234, 106.8331",4,Jakarta,Pantai dengan berbagai wahana dan tempat hiburan keluarga.
Pulau Seribu,"Kepulauan Seribu, Jakarta",Alam,Kepulauan dengan pantai indah dan aktivitas laut yang menarik.,"-5.7224, 106.5686",4.3,Jakarta,Kepulauan dengan pantai indah dan aktivitas laut yang menarik.
Kota Tua Jakarta,"Taman Sari, Jakarta Barat",Sejarah,Kawasan bersejarah dengan bangunan kolonial dan museum.,"-6.1352, 106.8133",4.9,Jakarta,Kawasan bersejarah dengan bangunan kolonial dan museum.
Pulau Seribu,"Kepulauan Seribu, Jakarta",Alam,Kepulauan dengan pantai indah dan aktivitas laut yang menarik.,"-5.7224, 106.5686",4,Jakarta,Kepulauan dengan pantai indah dan aktivitas laut yang menarik.
Taman Mini Indonesia Indah,"Cipayung, Jakarta Timur",Budaya,Taman budaya dengan miniatur rumah adat dari seluruh Indonesia.,"-6.3028, 106.8955",3.6,Jakarta,Taman budaya dengan miniatur rumah adat dari seluruh Indonesia.
Pantai Ancol,"Ancol, Jakarta Utara",Alam,Pantai dengan berbagai wahana dan tempat hiburan keluarga.,"-6.1234, 106.8331",4.9,Jakarta,Pantai dengan berbagai wahana dan tempat hiburan keluarga.
Taman Mini Indonesia Indah,"Cipayung, Jakarta Timur",Budaya,Taman budaya dengan miniatur rumah adat dari seluruh Indonesia.,"-6.3028, 106.8955",3.9,Jakarta,Taman budaya dengan miniatur rumah adat dari seluruh Indonesia.
Dufan (Dunia Fantasi),"Ancol, Jakarta Utara",Taman Hiburan,Taman hiburan terbesar di Jakarta dengan berbagai wahana seru.,"-6.1255, 106.8366",4.3,Jakarta,Taman hiburan terbesar di Jakarta dengan berbagai wahana seru.
Taman Mini Indonesia Indah,"Cipayung, Jakarta Timur",Budaya,Taman budaya dengan miniatur rumah adat dari seluruh Indonesia.,"-6.3028, 106.8955",4,Jakarta,Taman budaya dengan miniatur rumah adat dari seluruh Indonesia.
Pulau Seribu,"Kepulauan Seribu, Jakarta",Alam,Kepulauan dengan pantai indah dan aktivitas laut yang menarik.,"-5.7224, 106.5686",3.7,Jakarta,Kepulauan dengan pantai indah dan aktivitas laut yang menarik.
Monas (Monumen Nasional),"Gambir, Jakarta Pusat",Sejarah,Monumen ikonik dengan museum sejarah dan pemandangan kota dari puncaknya.,"-6.1754, 106.8272",4.1,Jakarta,Monumen ikonik dengan museum sejarah dan pemandangan kota dari puncaknya.
Monas (Monumen Nasional),"Gambir, Jakarta Pusat",Sejarah,Monumen ikonik dengan museum sejarah dan pemandangan kota dari puncaknya.,"-6.1754, 106.8272",4,Jakarta,Monumen ikonik dengan museum sejarah dan pemandangan kota dari puncaknya.
Monas (Monumen Nasional),"Gambir, Jakarta Pusat",Sejarah,Monumen ikonik dengan museum sejarah dan pemandangan kota dari puncaknya.,"-6.1754, 106.8272",4.8,Jakarta,Monumen ikonik dengan museum sejarah dan pemandangan kota dari puncaknya.
Taman Mini Indonesia Indah,"Cipayung, Jakarta Timur",Budaya,Taman budaya dengan miniatur rumah adat dari seluruh Indonesia.,"-6.3028, 106.8955",4.3,Jakarta,Taman budaya dengan miniatur rumah adat dari seluruh Indonesia.
Kota Tua Jakarta,"Taman Sari, Jakarta Barat",Sejarah,Kawasan bersejarah dengan bangunan kolonial dan museum.,"-6.1352, 106.8133",3.9,Jakarta,Kawasan bersejarah dengan bangunan kolonial dan museum.
Kota Tua Jakarta,"Taman Sari, Jakarta Barat",Sejarah,Kawasan bersejarah dengan bangunan kolonial dan museum.,"-6.1352, 106.8133",3.8,Jakarta,Kawasan bersejarah dengan bangunan kolonial dan museum.
Kota Tua Jakarta,"Taman Sari, Jakarta Barat",Sejarah,Kawasan bersejarah dengan bangunan kolonial dan museum.,"-6.1352, 106.8133",4,Jakarta,Kawasan bersejarah dengan bangunan kolonial dan museum.
Ragunan Zoo,"Pasar Minggu, Jakarta Selatan",Edukasi,Kebun binatang luas dengan berbagai koleksi satwa.,"-6.3125, 106.8206",3.5,Jakarta,Kebun binatang luas dengan berbagai koleksi satwa.
Grand Indonesia Mall,"Thamrin, Jakarta Pusat",Belanja,Pusat perbelanjaan mewah dengan berbagai merek internasional.,"-6.1954, 106.8227",4.2,Jakarta,Pusat perbelanjaan mewah dengan berbagai merek internasional.
Ragunan Zoo,"Pasar Minggu, Jakarta Selatan",Edukasi,Kebun binatang luas dengan berbagai koleksi satwa.,"-6.3125, 106.8206",4.6,Jakarta,Kebun binatang luas dengan berbagai koleksi satwa.
Kota Tua Jakarta,"Taman Sari, Jakarta Barat",Sejarah,Kawasan bersejarah dengan bangunan kolonial dan museum.,"-6.1352, 106.8133",4.1,Jakarta,Kawasan bersejarah dengan bangunan kolonial dan museum.
Pulau Seribu,"Kepulauan Seribu, Jakarta",Alam,Kepulauan dengan pantai indah dan aktivitas laut yang menarik.,"-5.7224, 106.5686",4.4,Jakarta,Kepulauan dengan pantai indah dan aktivitas laut yang menarik.
Pantai Ancol,"Ancol, Jakarta Utara",Alam,Pantai dengan berbagai wahana dan tempat hiburan keluarga.,"-6.1234, 106.8331",3.7,Jakarta,Pantai dengan berbagai wahana dan tempat hiburan keluarga.
Grand Indonesia Mall,"Thamrin, Jakarta Pusat",Belanja,Pusat perbelanjaan mewah dengan berbagai merek internasional.,"-6.1954, 106.8227",4.6,Jakarta,Pusat perbelanjaan mewah dengan berbagai merek internasional.
Kota Tua Jakarta,"Taman Sari, Jakarta Barat",Sejarah,Kawasan bersejarah dengan bangunan kolonial dan museum.,"-6.1352, 106.8133",4.8,Jakarta,Kawasan bersejarah dengan bangunan kolonial dan museum.
Pantai Ancol,"Ancol, Jakarta Utara",Alam,Pantai dengan berbagai wahana dan tempat hiburan keluarga.,"-6.1234, 106.8331",4.4,Jakarta,Pantai dengan berbagai wahana dan tempat hiburan keluarga.
Pantai Ancol,"Ancol, Jakarta Utara",Alam,Pantai dengan berbagai wahana dan tempat hiburan keluarga.,"-6.1234, 106.8331",3.7,Jakarta,Pantai dengan berbagai wahana dan tempat hiburan keluarga.
Kota Tua Jakarta,"Taman Sari, Jakarta Barat",Sejarah,Kawasan bersejarah dengan bangunan kolonial dan museum.,"-6.1352, 106.8133",4.9,Jakarta,Kawasan bersejarah dengan bangunan kolonial dan museum.
Pantai Ancol,"Ancol, Jakarta Utara",Alam,Pantai dengan berbagai wahana dan tempat hiburan keluarga.,"-6.1234, 106.8331",4.1,Jakarta,Pantai dengan berbagai wahana dan tempat hiburan keluarga.
Taman Mini Indonesia Indah,"Cipayung, Jakarta Timur",Budaya,Taman budaya dengan miniatur rumah adat dari seluruh Indonesia.,"-6.3028, 106.8955",4.4,Jakarta,Taman budaya dengan miniatur rumah adat dari seluruh Indonesia.
Pantai Ancol,"Ancol, Jakarta Utara",Alam,Pantai dengan berbagai wahana dan tempat hiburan keluarga.,"-6.1234, 106.8331",3.8,Jakarta,Pantai dengan berbagai wahana dan tempat hiburan keluarga.
Grand Indonesia Mall,"Thamrin, Jakarta Pusat",Belanja,Pusat perbelanjaan mewah dengan berbagai merek internasional.,"-6.1954, 106.8227",4.5,Jakarta,Pusat perbelanjaan mewah dengan berbagai merek internasional.
Kota Tua Jakarta,"Taman Sari, Jakarta Barat",Sejarah,Kawasan bersejarah dengan bangunan kolonial dan museum.,"-6.1352, 106.8133",4.8,Jakarta,Kawasan bersejarah dengan bangunan kolonial dan museum.
Ragunan Zoo,"Pasar Minggu, Jakarta Selatan",Edukasi,Kebun binatang luas dengan berbagai koleksi satwa.,"-6.3125, 106.8206",3.9,Jakarta,Kebun binatang luas dengan berbagai koleksi satwa.
Pulau Seribu,"Kepulauan Seribu, Jakarta",Alam,Kepulauan dengan pantai indah dan aktivitas laut yang menarik.,"-5.7224, 106.5686",3.6,Jakarta,Kepulauan dengan pantai indah dan aktivitas laut yang menarik.
Dufan (Dunia Fantasi),"Ancol, Jakarta Utara",Taman Hiburan,Taman hiburan terbesar di Jakarta dengan berbagai wahana seru.,"-6.1255, 106.8366",4.1,Jakarta,Taman hiburan terbesar di Jakarta dengan berbagai wahana seru.
Taman Mini Indonesia Indah,"Cipayung, Jakarta Timur",Budaya,Taman budaya dengan miniatur rumah adat dari seluruh Indonesia.,"-6.3028, 106.8955",4.8,Jakarta,Taman budaya dengan miniatur rumah adat dari seluruh Indonesia.
Grand Indonesia Mall,"Thamrin, Jakarta Pusat",Belanja,Pusat perbelanjaan mewah dengan berbagai merek internasional.,"-6.1954, 106.8227",4.4,Jakarta,Pusat perbelanjaan mewah dengan berbagai merek internasional.
Dufan (Dunia Fantasi),"Ancol, Jakarta Utara",Taman Hiburan,Taman hiburan terbesar di Jakarta dengan berbagai wahana seru.,"-6.1255, 106.8366",4.1,Jakarta,Taman hiburan terbesar di Jakarta dengan berbagai wahana seru.
Ragunan Zoo,"Pasar Minggu, Jakarta Selatan",Edukasi,Kebun binatang luas dengan berbagai koleksi satwa.,"-6.3125, 106.8206",4.3,Jakarta,Kebun binatang luas dengan berbagai koleksi satwa.
Taman Mini Indonesia Indah,"Cipayung, Jakarta Timur",Budaya,Taman budaya dengan miniatur rumah adat dari seluruh Indonesia.,"-6.3028, 106.8955",3.8,Jakarta,Taman budaya dengan miniatur rumah adat dari seluruh Indonesia.
Pantai Ancol,"Ancol, Jakarta Utara",Alam,Pantai dengan berbagai wahana dan tempat hiburan keluarga.,"-6.1234, 106.8331",4.6,Jakarta,Pantai dengan berbagai wahana dan tempat hiburan keluarga.
Taman Mini Indonesia Indah,"Cipayung, Jakarta Timur",Budaya,Taman budaya dengan miniatur rumah adat dari seluruh Indonesia.,"-6.3028, 106.8955",4.3,Jakarta,Taman budaya dengan miniatur rumah adat dari seluruh Indonesia.
Monas (Monumen Nasional),"Gambir, Jakarta Pusat",Sejarah,Monumen ikonik dengan museum sejarah dan pemandangan kota dari puncaknya.,"-6.1754, 106.8272",4.7,Jakarta,Monumen ikonik dengan museum sejarah dan pemandangan kota dari puncaknya.
Kota Tua Jakarta,"Taman Sari, Jakarta Barat",Sejarah,Kawasan bersejarah dengan bangunan kolonial dan museum.,"-6.1352, 106.8133",4.5,Jakarta,Kawasan bersejarah dengan bangunan kolonial dan museum.
Ragunan Zoo,"Pasar Minggu, Jakarta Selatan",Edukasi,Kebun binatang luas dengan berbagai koleksi satwa.,"-6.3125, 106.8206",3.6,Jakarta,Kebun binatang luas dengan berbagai koleksi satwa.
Monas (Monumen Nasional),"Gambir, Jakarta Pusat",Sejarah,Monumen ikonik dengan museum sejarah dan pemandangan kota dari puncaknya.,"-6.1754, 106.8272",3.8,Jakarta,Monumen ikonik dengan museum sejarah dan pemandangan kota dari puncaknya.
Pantai Ancol,"Ancol, Jakarta Utara",Alam,Pantai dengan berbagai wahana dan tempat hiburan keluarga.,"-6.1234, 106.8331",4.3,Jakarta,Pantai dengan berbagai wahana dan tempat hiburan keluarga.
Grand Indonesia Mall,"Thamrin, Jakarta Pusat",Belanja,Pusat perbelanjaan mewah dengan berbagai merek internasional.,"-6.1954, 106.8227",3.7,Jakarta,Pusat perbelanjaan mewah dengan berbagai merek internasional.
Monas (Monumen Nasional),"Gambir, Jakarta Pusat",Sejarah,Monumen ikonik dengan museum sejarah dan pemandangan kota dari puncaknya.,"-6.1754, 106.8272",4,Jakarta,Monumen ikonik dengan museum sejarah dan pemandangan kota dari puncaknya.
Monas (Monumen Nasional),"Gambir, Jakarta Pusat",Sejarah,Monumen ikonik dengan museum sejarah dan pemandangan kota dari puncaknya.,"-6.1754, 106.8272",5,Jakarta,Monumen ikonik dengan museum sejarah dan pemandangan kota dari puncaknya.
Kota Tua Jakarta,"Taman Sari, Jakarta Barat",Sejarah,Kawasan bersejarah dengan bangunan kolonial dan museum.,"-6.1352, 106.8133",3.8,Jakarta,Kawasan bersejarah dengan bangunan kolonial dan museum.
Ragunan Zoo,"Pasar Minggu, Jakarta Selatan",Edukasi,Kebun binatang luas dengan berbagai koleksi satwa.,"-6.3125, 106.8206",4.6,Jakarta,Kebun binatang luas dengan berbagai koleksi satwa.
Grand Indonesia Mall,"Thamrin, Jakarta Pusat",Belanja,Pusat perbelanjaan mewah dengan berbagai merek internasional.,"-6.1954, 106.8227",3.7,Jakarta,Pusat perbelanjaan mewah dengan berbagai merek internasional.
Ragunan Zoo,"Pasar Minggu, Jakarta Selatan",Edukasi,Kebun binatang luas dengan berbagai koleksi satwa.,"-6.3125, 106.8206",4.3,Jakarta,Kebun binatang luas dengan berbagai koleksi satwa.
Taman Mini Indonesia Indah,"Cipayung, Jakarta Timur",Budaya,Taman budaya dengan miniatur rumah adat dari seluruh Indonesia.,"-6.3028, 106.8955",3.8,Jakarta,Taman budaya dengan miniatur rumah adat dari seluruh Indonesia.
Taman Mini Indonesia Indah,"Cipayung, Jakarta Timur",Budaya,Taman budaya dengan miniatur rumah adat dari seluruh Indonesia.,"-6.3028, 106.8955",4.7,Jakarta,Taman budaya dengan miniatur rumah adat dari seluruh Indonesia.
Pulau Seribu,"Kepulauan Seribu, Jakarta",Alam,Kepulauan dengan pantai indah dan aktivitas laut yang menarik.,"-5.7224, 106.5686",4.1,Jakarta,Kepulauan dengan pantai indah dan aktivitas laut yang menarik.
Ragunan Zoo,"Pasar Minggu, Jakarta Selatan",Edukasi,Kebun binatang luas dengan berbagai koleksi satwa.,"-6.3125, 106.8206",3.9,Jakarta,Kebun binatang luas dengan berbagai koleksi satwa.
Dufan (Dunia Fantasi),"Ancol, Jakarta Utara",Taman Hiburan,Taman hiburan terbesar di Jakarta dengan berbagai wahana seru.,"-6.1255, 106.8366",4.6,Jakarta,Taman hiburan terbesar di Jakarta dengan berbagai wahana seru.
Pantai Ancol,"Ancol, Jakarta Utara",Alam,Pantai dengan berbagai wahana dan tempat hiburan keluarga.,"-6.1234, 106.8331",4.2,Jakarta,Pantai dengan berbagai wahana dan tempat hiburan keluarga.
Grand Indonesia Mall,"Thamrin, Jakarta Pusat",Belanja,Pusat perbelanjaan mewah dengan berbagai merek internasional.,"-6.1954, 106.8227",3.7,Jakarta,Pusat perbelanjaan mewah dengan berbagai merek internasional.
Monas (Monumen Nasional),"Gambir, Jakarta Pusat",Sejarah,Monumen ikonik dengan museum sejarah dan pemandangan kota dari puncaknya.,"-6.1754, 106.8272",4.2,Jakarta,Monumen ikonik dengan museum sejarah dan pemandangan kota dari puncaknya.
Ragunan Zoo,"Pasar Minggu, Jakarta Selatan",Edukasi,Kebun binatang luas dengan berbagai koleksi satwa.,"-6.3125, 106.8206",4.4,Jakarta,Kebun binatang luas dengan berbagai koleksi satwa.
Dufan (Dunia Fantasi),"Ancol, Jakarta Utara",Taman Hiburan,Taman hiburan terbesar di Jakarta dengan berbagai wahana seru.,"-6.1255, 106.8366",4.5,Jakarta,Taman hiburan terbesar di Jakarta dengan berbagai wahana seru.
Ragunan Zoo,"Pasar Minggu, Jakarta Selatan",Edukasi,Kebun binatang luas dengan berbagai koleksi satwa.,"-6.3125, 106.8206",3.9,Jakarta,Kebun binatang luas dengan berbagai koleksi satwa.
Pulau Seribu,"Kepulauan Seribu, Jakarta",Alam,Kepulauan dengan pantai indah dan aktivitas laut yang menarik.,"-5.7224, 106.5686",3.9,Jakarta,Kepulauan dengan pantai indah dan aktivitas laut yang menarik.
Dufan (Dunia Fantasi),"Ancol, Jakarta Utara",Taman Hiburan,Taman hiburan terbesar di Jakarta dengan berbagai wahana seru.,"-6.1255, 106.8366",4.2,Jakarta,Taman hiburan terbesar di Jakarta dengan berbagai wahana seru.
Grand Indonesia Mall,"Thamrin, Jakarta Pusat",Belanja,Pusat perbelanjaan mewah dengan berbagai merek internasional.,"-6.1954, 106.8227",3.6,Jakarta,Pusat perbelanjaan mewah dengan berbagai merek internasional.
Kota Tua Jakarta,"Taman Sari, Jakarta Barat",Sejarah,Kawasan bersejarah dengan bangunan kolonial dan museum.,"-6.1352, 106.8133",4.3,Jakarta,Kawasan bersejarah dengan bangunan kolonial dan museum.
Kota Tua Jakarta,"Taman Sari, Jakarta Barat",Sejarah,Kawasan bersejarah dengan bangunan kolonial dan museum.,"-6.1352, 106.8133",4.7,Jakarta,Kawasan bersejarah dengan bangunan kolonial dan museum.
Dufan (Dunia Fantasi),"Ancol, Jakarta Utara",Taman Hiburan,Taman hiburan terbesar di Jakarta dengan berbagai wahana seru.,"-6.1255, 106.8366",3.8,Jakarta,Taman hiburan terbesar di Jakarta dengan berbagai wahana seru.
Dufan (Dunia Fantasi),"Ancol, Jakarta Utara",Taman Hiburan,Taman hiburan terbesar di Jakarta dengan berbagai wahana seru.,"-6.1255, 106.8366",4.6,Jakarta,Taman hiburan terbesar di Jakarta dengan berbagai wahana seru.
Ragunan Zoo,"Pasar Minggu, Jakarta Selatan",Edukasi,Kebun binatang luas dengan berbagai koleksi satwa.,"-6.3125, 106.8206",4.5,Jakarta,Kebun binatang luas dengan berbagai koleksi satwa.
Dufan (Dunia Fantasi),"Ancol, Jakarta Utara",Taman Hiburan,Taman hiburan terbesar di Jakarta dengan berbagai wahana seru.,"-6.1255, 106.8366",4.9,Jakarta,Taman hiburan terbesar di Jakarta dengan berbagai wahana seru.
Kota Tua Jakarta,"Taman Sari, Jakarta Barat",Sejarah,Kawasan bersejarah dengan bangunan kolonial dan museum.,"-6.1352, 106.8133",4.2,Jakarta,Kawasan bersejarah dengan bangunan kolonial dan museum.
Ragunan Zoo,"Pasar Minggu, Jakarta Selatan",Edukasi,Kebun binatang luas dengan berbagai koleksi satwa.,"-6.3125, 106.8206",3.7,Jakarta,Kebun binatang luas dengan berbagai koleksi satwa.
Pantai Ancol,"Ancol, Jakarta Utara",Alam,Pantai dengan berbagai wahana dan tempat hiburan keluarga.,"-6.1234, 106.8331",5,Jakarta,Pantai dengan berbagai wahana dan tempat hiburan keluarga.
Dufan (Dunia Fantasi),"Ancol, Jakarta Utara",Taman Hiburan,Taman hiburan terbesar di Jakarta dengan berbagai wahana seru.,"-6.1255, 106.8366",4.9,Jakarta,Taman hiburan terbesar di Jakarta dengan berbagai wahana seru.
Ragunan Zoo,"Pasar Minggu, Jakarta Selatan",Edukasi,Kebun binatang luas dengan berbagai koleksi satwa.,"-6.3125, 106.8206",4.4,Jakarta,Kebun binatang luas dengan berbagai koleksi satwa.
Grand Indonesia Mall,"Thamrin, Jakarta Pusat",Belanja,Pusat perbelanjaan mewah dengan berbagai merek internasional.,"-6.1954, 106.8227",5,Jakarta,Pusat perbelanjaan mewah dengan berbagai merek internasional.
Ragunan Zoo,"Pasar Minggu, Jakarta Selatan",Edukasi,Kebun binatang luas dengan berbagai koleksi satwa.,"-6.3125, 106.8206",3.7,Jakarta,Kebun binatang luas dengan berbagai koleksi satwa.
Taman Mini Indonesia Indah,"Cipayung, Jakarta Timur",Budaya,Taman budaya dengan miniatur rumah adat dari seluruh Indonesia.,"-6.3028, 106.8955",4.1,Jakarta,Taman budaya dengan miniatur rumah adat dari seluruh Indonesia.
Kota Tua Jakarta,"Taman Sari, Jakarta Barat",Sejarah,Kawasan bersejarah dengan bangunan kolonial dan museum.,"-6.1352, 106.8133",4.3,Jakarta,Kawasan bersejarah dengan bangunan kolonial dan museum.
Dufan (Dunia Fantasi),"Ancol, Jakarta Utara",Taman Hiburan,Taman hiburan terbesar di Jakarta dengan berbagai wahana seru.,"-6.1255, 106.8366",4.4,Jakarta,Taman hiburan terbesar di Jakarta dengan berbagai wahana seru.
Kota Tua Jakarta,"Taman Sari, Jakarta Barat",Sejarah,Kawasan bersejarah dengan bangunan kolonial dan museum.,"-6.1352, 106.8133",4.9,Jakarta,Kawasan bersejarah dengan bangunan kolonial dan museum.
Kota Tua Jakarta,"Taman Sari, Jakarta Barat",Sejarah,Kawasan bersejarah dengan bangunan kolonial dan museum.,"-6.1352, 106.8133",4.5,Jakarta,Kawasan bersejarah dengan bangunan kolonial dan museum.
Grand Indonesia Mall,"Thamrin, Jakarta Pusat",Belanja,Pusat perbelanjaan mewah dengan berbagai merek internasional.,"-6.1954, 106.8227",4,Jakarta,Pusat perbelanjaan mewah dengan berbagai merek internasional.
